CustomerID,Gender,Region,SignupChannel,PreferredCategory,Age,AnnualIncome,TenureMonths,LoyaltyMember,WebsiteVisitsPerMonth,EmailOpenRate,SupportTickets,DiscountUsedPct,NumPurchases,AvgOrderValue,TotalSpend,LastPurchaseDaysAgo,WillPurchaseNextMonth
CUST100030,Female,East,Social Media,Beauty,36,34204.6,52,1,8,0.383,2,0.154,3,98.58,320.66,38,0
CUST100031,Male,South,Referral,Sports,32,67105.01,12,1,6,0.422,6,0.168,6,92.0,512.43,31,1
CUST100032,Male,East,Other,Fashion,64,37272.4,57,0,6,0.452,0,0.16,4,98.9,464.94,61,1
CUST100033,Female,East,Referral,Beauty,40,69452.88,16,0,7,0.488,1,0.681,4,112.23,386.92,67,0
CUST100034,Female,South,Other,Groceries,26,37393.05,56,1,3,0.596,1,0.315,5,103.8,455.75,139,1
CUST100035,Female,West,Other,Sports,51,46156.56,45,0,7,0.152,3,0.124,6,92.37,580.62,39,0
CUST100036,Male,North,Organic,Fashion,24,48588.92,15,0,3,0.141,2,0.22,1,54.27,151.05,157,0
CUST100037,Female,East,Social Media,Beauty,43,82861.97,41,1,11,0.583,0,0.312,7,67.22,442.52,108,0
CUST100038,Female,North,Referral,Home & Living,18,80889.5,10,0,2,0.149,0,0.281,5,98.41,512.64,39,0
CUST100039,Male,West,Other,Groceries,23,32594.12,50,0,10,0.117,1,0.305,6,86.23,566.18,39,0
CUST100040,Male,North,Referral,Electronics,43,56283.73,15,0,6,0.133,5,0.501,6,85.63,503.68,61,1
CUST100041,Female,North,Social Media,Groceries,50,40825.61,50,0,5,0.646,1,0.203,8,86.52,668.6,81,1
CUST100042,Female,South,Referral,Fashion,42,32419.53,12,0,8,0.15,0,0.396,5,75.14,433.65,19,1
CUST100043,Female,South,Organic,Beauty,38,50208.58,16,0,4,0.152,0,0.296,2,83.31,181.87,69,0
CUST100044,Female,North,Organic,Home & Living,36,48316.37,65,0,8,0.143,1,0.552,7,87.78,639.29,83,0
CUST100045,Female,East,Referral,Groceries,21,152406.93,38,1,6,0.428,2,0.123,6,137.87,770.45,1,1
CUST100046,Female,South,Social Media,Groceries,31,65968.43,17,1,7,0.404,2,0.594,5,95.86,499.26,140,0
CUST100047,Male,North,Search,Beauty,34,30837.57,33,0,8,0.219,2,0.196,7,74.62,565.43,6,0
CUST100048,Male,South,Search,Electronics,54,43385.62,33,0,3,0.073,0,0.153,1,81.09,103.05,116,0
CUST100049,Male,West,Referral,Fashion,44,84463.05,25,0,3,0.504,3,0.531,7,99.73,721.86,24,1
CUST100050,Female,East,Search,Home & Living,18,132221.58,33,1,10,0.58,1,0.305,1,77.73,150.67,42,0
CUST100051,Female,East,Organic,Beauty,44,28253.58,53,1,9,0.474,3,0.492,3,100.33,326.36,56,1
CUST100052,Female,East,Social Media,Electronics,35,24972.24,44,0,8,0.17,1,0.152,5,69.05,398.77,142,1
CUST100053,Male,South,Other,Fashion,31,120679.53,39,0,8,0.142,0,0.118,3,90.89,308.51,179,1
CUST100054,Female,North,Referral,Beauty,48,64778.33,16,1,9,0.458,2,0.213,6,122.46,709.57,9,1
CUST100055,Male,South,Organic,Sports,53,38192.92,12,1,11,0.268,2,0.086,8,84.68,689.02,45,1
CUST100056,Male,West,Organic,Sports,52,68846.36,27,0,7,0.215,5,0.216,3,73.25,245.82,35,0
CUST100057,Female,West,Search,Fashion,29,18179.95,45,1,2,0.264,3,0.513,5,89.97,346.96,55,0
CUST100058,Female,South,Search,Home & Living,36,55078.03,7,1,3,0.464,0,0.347,7,82.69,587.31,58,1
CUST100059,Other,North,Social Media,Groceries,44,63118.76,22,1,15,0.256,4,0.273,5,89.33,501.08,89,0
CUST100060,Male,North,Organic,Beauty,53,81087.32,37,0,7,0.211,1,0.238,4,112.06,406.8,58,1
CUST100061,Female,South,Social Media,Beauty,34,35927.28,57,1,12,0.425,1,0.187,6,101.8,561.45,83,1
CUST100062,Male,East,Search,Electronics,38,57015.42,5,0,6,0.302,1,0.308,3,60.23,196.1,14,0
CUST100063,Male,North,Referral,Home & Living,26,37287.38,27,1,9,0.32,1,0.167,6,81.11,435.06,127,0
CUST100064,Female,West,Search,Electronics,24,61227.37,21,1,7,0.25,1,0.348,2,64.34,179.69,57,0
CUST100065,Female,South,Organic,Fashion,51,37761.41,29,0,15,0.46,5,0.416,3,73.22,196.48,26,1
CUST100066,Female,West,Referral,Sports,58,46336.54,39,1,10,0.505,2,0.073,2,79.49,189.49,41,0
CUST100067,Male,West,Social Media,Beauty,39,36201.14,9,0,5,0.349,3,0.445,11,96.37,1019.02,16,1
CUST100068,Female,West,Referral,Sports,53,72299.01,16,0,2,0.144,4,0.215,6,73.87,534.08,72,0
CUST100069,Male,East,Social Media,Groceries,45,78876.45,17,0,13,0.234,4,0.069,6,103.66,721.33,123,0
CUST100070,Female,East,Search,Fashion,32,49838.74,23,0,6,0.47,2,0.317,4,75.09,351.09,250,1
CUST100071,Male,East,Organic,Home & Living,45,55890.43,51,0,9,0.113,6,0.429,6,57.07,311.69,55,0
CUST100072,Male,East,Search,Electronics,60,29931.9,15,1,12,0.256,0,0.174,5,73.63,365.01,52,0
CUST100073,Female,East,Search,Home & Living,40,48495.4,19,0,6,0.431,1,0.06,2,58.6,28.22,74,0
CUST100074,Female,West,Referral,Fashion,60,53852.41,12,0,9,0.336,2,0.11,3,74.11,281.11,109,0
CUST100075,Male,East,Organic,Sports,18,165350.3,23,0,5,0.333,2,0.122,6,99.22,600.62,24,1
CUST100076,Male,West,Referral,Electronics,51,34477.5,25,0,4,0.458,3,0.169,6,73.88,439.27,17,1
CUST100077,Female,West,Organic,Beauty,41,101726.48,26,0,11,0.16,1,0.61,2,118.11,195.63,148,0
CUST100078,Male,North,Organic,Home & Living,36,83597.52,72,0,6,0.711,1,0.42,6,77.93,511.96,119,1
CUST100079,Male,North,Referral,Groceries,41,61880.21,45,0,9,0.379,2,0.325,9,66.52,622.93,42,1
CUST100080,Male,South,Referral,Sports,18,115117.55,28,0,8,0.619,1,0.203,8,88.91,713.32,123,1
CUST100081,Male,East,Other,Sports,37,64303.72,38,1,11,0.515,5,0.301,6,89.32,555.28,35,1
CUST100082,Female,West,Referral,Sports,45,64765.95,20,1,4,0.23,1,0.463,4,82.91,418.56,46,0
CUST100083,Female,South,Social Media,Home & Living,59,53786.5,72,0,5,0.485,2,0.504,5,65.27,285.41,56,0
CUST100084,Female,East,Search,Groceries,33,91948.82,46,0,6,0.409,1,0.276,6,108.98,597.27,28,1
CUST100085,Other,East,Social Media,Electronics,29,87169.13,42,1,6,0.382,1,0.204,5,111.14,520.56,102,0
CUST100086,Male,North,Organic,Electronics,33,42289.92,58,0,8,0.419,4,0.318,9,76.27,740.52,51,1
CUST100087,Male,East,Other,Fashion,52,31602.92,69,1,13,0.226,0,0.322,7,114.22,812.14,18,1
CUST100088,Male,West,Search,Electronics,44,50505.45,15,0,11,0.369,2,0.157,4,128.2,478.12,106,0
CUST100089,Male,North,Social Media,Groceries,33,39303.63,54,0,6,0.364,4,0.271,6,100.9,629.11,111,0
CUST100090,Male,East,Referral,Fashion,47,53551.98,37,1,10,0.217,1,0.316,6,55.63,311.43,109,0
CUST100091,Female,East,Organic,Electronics,41,92485.99,34,1,10,0.509,2,0.419,6,111.23,675.23,155,0
CUST100092,Female,North,Search,Electronics,53,45388.85,65,0,9,0.199,0,0.596,4,70.03,301.46,87,0
CUST100093,Male,North,Organic,Sports,31,54019.62,16,0,4,0.114,7,0.52,2,75.21,123.04,30,0
CUST100094,Female,West,Referral,Beauty,36,56356.79,28,0,13,0.331,1,0.457,7,54.89,302.51,111,0
CUST100095,Female,South,Organic,Fashion,35,78545.19,26,1,12,0.088,2,0.123,6,103.97,634.69,55,0
CUST100096,Female,North,Search,Home & Living,21,21405.32,36,1,12,0.688,1,0.381,3,106.91,312.01,1,1
CUST100097,Female,North,Other,Electronics,44,42628.33,37,0,11,0.245,1,0.687,1,79.75,51.86,365,0
CUST100098,Female,East,Referral,Home & Living,43,60103.76,53,0,9,0.281,0,0.171,5,105.07,536.46,71,1
CUST100099,Female,East,Social Media,Beauty,40,91046.13,30,0,4,0.3,2,0.292,5,103.06,543.32,26,0
CUST100100,Female,East,Search,Fashion,37,44734.01,67,0,7,0.269,1,0.486,6,93.64,463.76,121,0
CUST100101,Female,North,Search,Beauty,22,25007.63,39,0,2,0.255,1,0.168,1,28.4,33.22,52,1
CUST100102,Male,West,Other,Sports,35,71351.05,15,1,10,0.422,0,0.508,5,104.49,517.16,54,0
CUST100103,Male,South,Social Media,Groceries,36,42118.24,20,0,6,0.108,1,0.26,6,94.01,547.22,103,0
CUST100104,Female,South,Social Media,Home & Living,30,33370.53,42,0,7,0.466,0,0.352,0,104.84,29.33,71,0
CUST100105,Male,South,Referral,Electronics,38,42313.58,37,1,13,0.202,1,0.316,6,61.4,284.33,1,1
CUST100106,Male,South,Search,Fashion,45,50898.45,36,0,6,0.4,1,0.397,2,113.6,94.84,91,0
CUST100107,Female,West,Organic,Electronics,65,42663.36,72,0,6,0.639,0,0.183,9,80.24,649.55,126,1
CUST100108,Male,West,Referral,Fashion,42,21780.07,50,0,7,0.535,1,0.153,3,76.52,261.48,20,0
CUST100109,Female,South,Search,Fashion,43,80166.12,23,0,1,0.179,0,0.341,2,110.8,200.05,76,0
CUST100110,Female,West,Social Media,Home & Living,39,93951.69,27,1,8,0.111,1,0.269,9,122.28,1089.45,95,0
CUST100111,Female,West,Social Media,Electronics,18,72310.72,22,1,1,0.339,1,0.282,3,61.8,262.09,176,1
CUST100112,Male,West,Referral,Groceries,40,34107.09,17,0,5,0.138,1,0.202,3,79.03,256.59,93,0
CUST100113,Male,South,Organic,Groceries,41,50537.05,72,0,10,0.387,3,0.378,1,63.87,109.72,90,1
CUST100114,Female,East,Social Media,Home & Living,72,54849.56,37,0,8,0.141,3,0.055,4,93.17,369.66,76,0
CUST100115,Female,South,Organic,Home & Living,37,70726.96,13,1,7,0.225,7,0.457,3,86.06,161.17,52,0
CUST100116,Other,West,Search,Sports,44,72823.32,64,0,7,0.137,6,0.461,3,61.6,174.68,41,1
CUST100117,Male,North,Organic,Home & Living,40,40406.08,19,0,4,0.193,3,0.318,5,60.91,267.19,27,0
CUST100118,Male,East,Referral,Sports,25,56927.09,33,0,7,0.085,5,0.273,3,91.27,237.54,35,0
CUST100119,Female,South,Other,Home & Living,55,66645.73,31,0,16,0.098,1,0.493,3,98.32,312.57,66,0
CUST100120,Male,South,Organic,Beauty,50,101370.14,11,1,15,0.437,6,0.573,5,91.17,356.23,67,0
CUST100121,Female,East,Referral,Electronics,50,73937.93,7,1,9,0.298,0,0.482,4,91.04,332.77,137,1
CUST100122,Male,West,Referral,Groceries,28,76610.72,45,1,9,0.343,3,0.312,6,101.27,587.78,169,1
CUST100123,Male,East,Other,Beauty,58,56970.89,56,0,4,0.352,1,0.281,5,94.68,502.43,51,0
CUST100124,Male,West,Social Media,Fashion,22,99457.06,35,1,6,0.203,1,0.598,2,115.48,324.59,59,0
CUST100125,Male,South,Organic,Fashion,48,65328.84,72,1,10,0.652,6,0.097,7,102.03,619.51,73,1
CUST100126,Female,East,Organic,Beauty,68,38308.67,20,1,7,0.32,0,0.244,8,104.05,836.83,19,1
CUST100127,Female,South,Search,Home & Living,27,99161.37,9,0,10,0.223,1,0.238,4,95.28,365.64,147,0
CUST100128,Male,North,Referral,Electronics,33,73733.15,38,1,14,0.201,0,0.279,8,106.05,859.55,58,1
CUST100129,Female,East,Search,Sports,41,45661.46,16,0,8,0.573,3,0.168,7,110.12,888.43,70,1
CUST100130,Male,East,Organic,Sports,33,44967.78,28,1,9,0.427,0,0.641,5,115.28,513.18,74,0
CUST100131,Female,East,Organic,Home & Living,20,62295.86,50,0,2,0.083,0,0.447,5,82.46,385.24,101,0
CUST100132,Male,East,Search,Home & Living,41,66811.2,21,1,11,0.361,0,0.599,6,75.57,510.8,3,0
CUST100133,Female,East,Organic,Sports,26,59751.6,28,1,5,0.278,7,0.183,6,114.61,707.61,21,1
CUST100134,Female,North,Social Media,Groceries,46,62682.53,55,0,6,0.418,2,0.28,6,46.14,312.66,29,1
CUST100135,Female,North,Organic,Fashion,28,112315.88,26,0,10,0.02,2,0.113,3,110.67,312.61,49,0
CUST100136,Female,East,Organic,Groceries,60,86261.32,38,0,10,0.256,0,0.167,5,108.92,588.25,104,0
CUST100137,Female,South,Other,Sports,30,59584.78,40,0,6,0.207,0,0.464,4,84.22,377.21,106,0
CUST100138,Female,North,Referral,Home & Living,36,81669.75,26,0,6,0.359,1,0.175,6,99.72,614.27,66,1
CUST100139,Female,South,Social Media,Sports,51,35647.29,27,0,5,0.406,1,0.045,2,56.46,201.94,85,1
CUST100140,Female,East,Organic,Fashion,24,65004.89,29,1,5,0.2,2,0.143,8,72.84,594.95,73,1
CUST100141,Female,South,Search,Beauty,43,117594.45,20,0,5,0.211,3,0.347,2,83.87,186.87,52,1
CUST100142,Male,East,Social Media,Fashion,57,50186.89,37,1,4,0.411,0,0.346,5,73.98,350.05,66,1
CUST100143,Female,East,Referral,Electronics,19,38525.75,20,1,11,0.815,0,0.367,8,68.58,568.43,1,0
CUST100144,Male,South,Social Media,Fashion,42,41823.39,22,1,10,0.204,0,0.313,7,84.95,607.75,1,1
CUST100145,Female,West,Search,Electronics,43,34802.43,16,1,11,0.552,0,0.143,7,103.89,757.4,204,1
CUST100146,Male,East,Referral,Sports,50,39556.62,57,0,4,0.481,3,0.066,6,116.56,716.18,158,0
CUST100147,Female,East,Search,Fashion,24,47073.95,12,1,5,0.689,4,0.529,5,70.57,370.31,196,1
CUST100148,Male,East,Search,Fashion,23,30477.69,72,0,7,0.525,4,0.439,4,70.06,261.43,110,0
CUST100149,Male,North,Organic,Home & Living,47,55361.97,27,1,9,0.722,2,0.215,7,95.9,701.87,72,1
CUST100150,Female,East,Referral,Fashion,44,80341.77,23,1,8,0.397,0,0.739,6,86.11,524.92,100,1
CUST100151,Female,South,Referral,Electronics,43,37565.11,16,1,8,0.445,3,0.548,7,78.57,535.37,49,0
CUST100152,Male,West,Referral,Fashion,45,104108.38,17,0,12,0.737,1,0.047,5,133.15,630.49,1,1
CUST100153,Male,West,Social Media,Electronics,31,68160.54,20,1,10,0.394,2,0.23,7,116.15,850.72,27,1
CUST100154,Female,East,Search,Electronics,43,84789.95,72,1,15,0.613,0,0.584,7,127.19,927.76,229,1
CUST100155,Female,South,Other,Electronics,44,41722.59,20,1,13,0.183,0,0.15,4,98.56,389.04,27,0
CUST100156,Male,North,Referral,Beauty,31,78746.5,38,0,12,0.071,0,0.206,4,105.58,364.83,89,1
CUST100157,Male,South,Referral,Fashion,64,34768.82,25,1,5,0.338,2,0.069,5,97.71,555.74,20,1
CUST100158,Male,South,Social Media,Fashion,46,79936.86,72,0,9,0.552,2,0.294,2,123.25,306.11,39,1
CUST100159,Female,South,Search,Home & Living,25,59116.24,33,1,7,0.225,0,0.075,7,37.42,369.54,45,1
CUST100160,Male,East,Search,Groceries,49,69386.94,14,1,3,0.279,3,0.041,4,79.83,234.88,58,1
CUST100161,Male,North,Organic,Home & Living,27,33568.34,22,0,12,0.329,3,0.05,5,46.89,222.02,65,0
CUST100162,Male,West,Referral,Groceries,50,37765.8,72,0,6,0.457,3,0.142,8,68.44,514.38,80,0
CUST100163,Male,North,Organic,Groceries,55,70680.45,46,1,5,0.314,0,0.236,4,102.44,329.41,44,0
CUST100164,Female,West,Other,Sports,29,36930.1,28,0,6,0.601,5,0.291,4,72.58,292.92,44,0
CUST100165,Male,West,Referral,Electronics,53,66811.81,16,0,4,0.56,0,0.111,2,76.27,163.77,89,0
CUST100166,Male,East,Social Media,Electronics,45,30973.6,18,1,7,0.363,2,0.476,6,88.14,525.5,88,1
CUST100167,Male,East,Search,Beauty,51,78536.73,15,1,8,0.436,1,0.365,5,109.46,474.49,191,0
CUST100168,Male,South,Referral,Groceries,65,32775.24,10,1,14,0.268,5,0.086,3,100.24,328.38,1,0
CUST100169,Male,East,Search,Sports,37,69359.23,44,0,5,0.125,2,0.435,8,102.24,764.42,22,0
CUST100170,Female,South,Social Media,Home & Living,30,71528.66,40,0,12,0.684,1,0.351,7,76.3,581.13,186,1
CUST100171,Female,South,Social Media,Groceries,28,41045.82,32,1,12,0.43,0,0.152,5,102.39,556.6,34,1
CUST100172,Female,East,Organic,Beauty,29,70230.62,61,1,10,0.832,0,0.276,14,93.53,1327.06,45,1
CUST100173,Female,South,Referral,Groceries,39,61357.59,43,1,11,0.336,0,0.26,4,107.78,412.8,15,1
CUST100174,Female,East,Referral,Home & Living,44,43860.74,12,1,9,0.408,8,0.502,8,77.98,630.3,14,1
CUST100175,Male,South,Organic,Sports,44,36007.97,29,0,11,0.449,2,0.243,6,109.5,629.36,3,1
CUST100176,Female,South,Search,Home & Living,51,24119.74,47,0,9,0.74,3,0.437,3,85.27,284.22,80,1
CUST100177,Female,North,Social Media,Fashion,40,63700.1,29,1,3,0.574,4,0.319,5,97.32,550.18,111,0
CUST100178,Female,North,Referral,Sports,59,28506.04,31,0,8,0.279,2,0.318,4,57.9,290.0,116,0
CUST100179,Female,South,Social Media,Fashion,37,57247.14,10,1,11,0.263,5,0.656,5,111.85,560.47,36,1
CUST100180,Male,North,Search,Fashion,75,49238.95,20,1,8,0.39,3,0.109,5,79.46,460.82,56,0
CUST100181,Female,North,Referral,Home & Living,48,73154.46,38,1,9,0.249,2,0.12,7,140.51,998.8,103,0
CUST100182,Female,West,Organic,Electronics,29,48447.18,27,1,7,0.517,0,0.275,6,100.4,497.64,118,0
CUST100183,Other,North,Social Media,Home & Living,26,47892.8,11,0,3,0.647,6,0.076,3,54.78,222.87,106,1
CUST100184,Male,East,Social Media,Electronics,46,74792.59,47,1,4,0.806,2,0.204,5,104.51,530.88,99,1
CUST100185,Male,South,Search,Sports,37,63310.9,26,1,4,0.419,1,0.587,6,129.82,799.91,224,0
CUST100186,Male,West,Organic,Fashion,49,62810.28,31,0,9,0.227,1,0.443,4,88.99,338.11,37,0
CUST100187,Female,South,Organic,Fashion,46,66982.11,12,1,1,0.429,1,0.517,2,91.5,243.33,17,0
CUST100188,Male,South,Organic,Fashion,39,28858.16,9,0,5,0.299,1,0.206,4,80.45,288.58,120,0
CUST100189,Male,East,Search,Beauty,29,75579.45,32,1,6,0.18,0,0.162,6,83.12,554.96,79,1
CUST100190,Other,South,Social Media,Fashion,20,71134.33,57,0,6,0.354,0,0.348,4,108.91,391.41,75,0
CUST100191,Male,East,Organic,Beauty,34,35885.25,46,1,3,0.26,0,0.365,5,68.65,355.32,122,1
CUST100192,Female,North,Social Media,Electronics,51,49641.11,42,1,10,0.372,2,0.353,10,100.9,1071.17,126,1
CUST100193,Male,West,Search,Electronics,43,54099.46,33,1,5,0.41,2,0.218,4,115.2,527.69,125,0
CUST100194,Female,South,Search,Electronics,24,51979.25,13,1,12,0.67,2,0.113,9,88.2,832.29,7,1
CUST100195,Female,South,Other,Groceries,42,63279.05,6,1,7,0.617,1,0.337,2,118.89,288.07,72,1
CUST100196,Female,East,Organic,Sports,45,100334.26,72,0,7,0.222,5,0.344,4,97.97,433.54,103,1
CUST100197,Female,South,Other,Home & Living,29,86632.52,26,0,7,0.418,2,0.474,5,72.3,342.81,64,1
CUST100198,Male,West,Organic,Fashion,42,31696.34,21,1,10,0.598,2,0.406,9,97.95,904.93,181,1
CUST100199,Male,South,Referral,Beauty,41,71421.76,30,0,7,0.203,3,0.106,3,96.31,301.79,38,0
CUST100200,Male,East,Social Media,Sports,25,96109.21,16,0,6,0.381,1,0.212,6,77.64,515.1,158,0
CUST100201,Female,North,Other,Fashion,45,64702.04,22,0,8,0.214,1,0.271,5,87.34,488.99,98,0
CUST100202,Female,West,Search,Groceries,47,86968.41,72,0,8,0.339,1,0.443,5,79.64,400.76,55,1
CUST100203,Male,East,Search,Groceries,54,128058.45,36,1,6,0.47,1,0.275,1,121.21,117.0,31,0
CUST100204,Female,North,Social Media,Electronics,54,84545.61,40,1,10,0.589,6,0.129,1,147.17,194.47,177,0
CUST100205,Male,North,Social Media,Electronics,22,61071.35,27,0,11,0.637,4,0.424,9,99.14,884.09,1,1
CUST100206,Female,South,Organic,Electronics,28,85308.18,53,1,11,0.616,1,0.213,8,111.14,940.55,50,1
CUST100207,Female,West,Social Media,Beauty,47,58450.84,52,0,10,0.537,0,0.441,6,90.25,547.96,37,1
CUST100208,Male,South,Search,Electronics,47,55554.94,25,1,9,0.394,0,0.425,8,113.08,880.11,41,1
CUST100209,Female,South,Referral,Fashion,47,47452.97,29,0,4,0.172,0,0.32,4,84.75,321.87,67,1
CUST100210,Male,North,Referral,Fashion,75,106055.95,58,1,6,0.15,2,0.196,8,86.6,565.34,6,1
CUST100211,Female,South,Search,Electronics,47,39001.23,30,0,8,0.534,2,0.404,4,56.3,222.45,30,0
CUST100212,Female,East,Other,Fashion,55,104682.05,24,0,10,0.527,0,0.132,7,95.51,697.34,83,1
CUST100213,Male,West,Search,Home & Living,52,67848.42,25,1,18,0.451,3,0.536,8,92.17,852.22,37,0
CUST100214,Male,East,Other,Electronics,48,30557.94,22,0,10,0.02,1,0.397,2,78.16,128.55,46,0
CUST100215,Male,West,Organic,Beauty,36,64183.48,30,1,5,0.327,1,0.628,6,115.83,679.61,25,0
CUST100216,Female,East,Social Media,Groceries,50,22767.23,22,1,6,0.239,1,0.264,1,90.48,60.43,29,0
CUST100217,Female,North,Social Media,Beauty,30,71524.97,30,0,14,0.38,2,0.257,5,90.74,419.18,16,1
CUST100218,Male,South,Search,Beauty,37,79768.64,19,1,8,0.117,1,0.339,2,80.32,186.8,111,0
CUST100219,Female,East,Search,Fashion,34,42885.93,36,0,7,0.338,0,0.556,3,75.74,209.64,45,0
CUST100220,Female,West,Search,Sports,41,57929.3,39,0,4,0.495,3,0.341,2,74.36,116.18,15,0
CUST100221,Male,West,Social Media,Groceries,70,124970.7,43,1,14,0.235,1,0.343,2,105.83,229.82,106,1
CUST100222,Male,North,Social Media,Sports,18,44474.66,39,0,9,0.44,2,0.183,4,19.84,104.15,64,0
CUST100223,Female,North,Organic,Groceries,49,35254.46,51,1,6,0.271,1,0.334,3,66.29,167.42,39,0
CUST100224,Female,North,Social Media,Home & Living,19,102476.33,31,0,4,0.425,2,0.372,6,127.03,811.22,56,0
CUST100225,Male,West,Referral,Sports,34,125413.94,30,1,10,0.397,3,0.448,11,136.37,1575.11,230,0
CUST100226,Male,West,Organic,Home & Living,54,55085.44,20,0,7,0.548,1,0.363,6,72.42,466.5,106,0
CUST100227,Male,West,Social Media,Groceries,41,84111.87,45,0,10,0.179,2,0.413,1,85.99,110.33,172,0
CUST100228,Female,South,Referral,Groceries,26,96616.84,21,1,11,0.285,1,0.462,9,148.57,1234.15,7,1
CUST100229,Male,East,Social Media,Sports,31,40265.29,9,0,6,0.49,0,0.078,8,119.68,919.28,72,1
CUST100230,Male,South,Organic,Home & Living,49,44858.13,20,1,7,0.243,2,0.403,14,94.83,1265.48,57,1
CUST100231,Female,South,Organic,Home & Living,31,92231.39,47,1,8,0.396,0,0.282,5,116.5,624.35,1,1
CUST100232,Female,East,Search,Fashion,43,111613.18,42,1,7,0.497,0,0.237,7,118.19,871.4,35,0
CUST100233,Male,North,Organic,Sports,41,69668.14,34,1,8,0.395,1,0.475,6,91.98,571.86,1,0
CUST100234,Male,North,Social Media,Fashion,32,38008.55,72,0,7,0.476,4,0.507,4,81.28,313.8,48,1
CUST100235,Female,West,Organic,Groceries,68,126709.73,36,0,4,0.066,0,0.305,7,127.69,881.9,114,1
CUST100236,Male,West,Referral,Electronics,48,44005.97,18,1,11,0.142,3,0.324,5,109.35,720.3,178,1
CUST100237,Male,South,Organic,Fashion,18,47778.48,17,1,8,0.481,0,0.118,5,90.13,486.61,18,1
CUST100238,Female,East,Referral,Home & Living,42,63504.77,39,0,4,0.547,3,0.225,2,93.37,182.54,204,0
CUST100239,Male,South,Social Media,Electronics,31,105644.59,63,0,6,0.396,2,0.384,5,76.96,406.84,97,0
CUST100240,Female,East,Organic,Beauty,51,78728.33,30,1,10,0.34,1,0.13,5,88.45,384.62,122,0
